Quelles sont les propriétés de la relation d'ordre \(\le\) ?;Réflexive : \(\forall x, x \le x\) / Transitive : \(x \le y \text{ et } y \le z \Rightarrow x \le z\) / Antisymétrique : \(x \le y \text{ et } y \le x \Rightarrow x=y\);Réflexive, symétrique et transitive;Irréflexive, asymétrique et transitive;Réflexive, antisymétrique et complémentaire;Une relation d'ordre partielle est réflexive (\(x \le x\)), transitive (\(x \le y \text{ et } y \le z \Rightarrow x \le z\)) et antisymétrique (\(x \le y \text{ et } y \le x \Rightarrow x = y\)).
Quelle est la définition d'un majorant \(M\) d'une partie \(A\) ?;\(\forall x \in A, x \le M\);\(\exists x \in A, x \le M\);\(\forall x \in A, M \le x\);\(\forall x \in A, x < M\);\(M\) est un majorant de \(A\) si tout élément de \(A\) est inférieur ou égal à \(M\).
Quelle est la définition d'un minorant \(m\) d'une partie \(A\) ?;\(\forall x \in A, m \le x\);\(\forall x \in A, x \le m\);\(\exists x \in A, m \le x\);\(\forall x \in A, m < x\);\(m\) est un minorant de \(A\) si \(m\) est inférieur ou égal à tout élément de \(A\).
Quelle est la définition du maximum d'un ensemble \(A\) ?;C'est un majorant qui appartient à l'ensemble : \(M \text{ est majorant et } M \in A\);C'est la borne supérieure de \(A\) même si elle n'appartient pas à \(A\);C'est un minorant de \(A\) qui appartient à \(A\);C'est le plus petit élément de l'ensemble \(A\);Le maximum est le plus grand élément de l'ensemble, c'est-à-dire un majorant qui appartient lui-même à l'ensemble.
Quelle est la définition du minimum d'un ensemble \(A\) ?;C'est un minorant qui appartient à l'ensemble : \(m \text{ est minorant et } m \in A\);C'est la borne inférieure de \(A\) même si elle n'appartient pas à \(A\);C'est un majorant de \(A\) qui appartient à \(A\);C'est le plus grand élément de l'ensemble \(A\);Le minimum est le plus petit élément de l'ensemble, c'est-à-dire un minorant qui appartient lui-même à l'ensemble.
Quelle est la définition du supremum \(\sup(A)\) ?;Le plus petit des majorants;Le plus grand des majorants;Le plus grand des minorants;Le plus petit des minorants;La borne supérieure \(\sup(A)\) est le plus petit élément de l'ensemble des majorants de \(A\).
Quelle est la définition de l'infimum \(\inf(A)\) ?;Le plus grand des minorants;Le plus petit des minorants;Le plus petit des majorants;Le plus grand des majorants;La borne inférieure \(\inf(A)\) est le plus grand élément de l'ensemble des minorants de \(A\).
Quelle est la définition de la partie entière \(E(x)\) ?;Unique entier tel que \(E(x) \le x < E(x)+1\);Unique entier tel que \(E(x) < x \le E(x)+1\);L'entier le plus proche de \(x\);Unique entier tel que \(x \le E(x) < x+1\);La partie entière de \(x\) est le plus grand entier inférieur ou égal à \(x\), encadré par \(E(x) \le x < E(x)+1\).
Quelle est la valeur approchée par défaut (à \(10^{-n}\)) ?;\(\frac{E(10^n x)}{10^n}\);\(\frac{E(10^n x) + 1}{10^n}\);\(\frac{E(x)}{10^n}\);\(E(10^n x)\);La valeur approchée par défaut à \(10^{-n}\) près s'obtient en tronquant après la \(n\)-ième décimale via \(\frac{E(10^n x)}{10^n}\).
Quelle est la valeur approchée par excès (à \(10^{-n}\)) ?;\(\frac{E(10^n x) + 1}{10^n}\);\(\frac{E(10^n x)}{10^n}\);\(\frac{E(x) + 1}{10^n}\);\(E(10^n x) + 1\);La valeur approchée par excès à \(10^{-n}\) près s'obtient en ajoutant \(10^{-n}\) à la valeur approchée par défaut, soit \(\frac{E(10^n x) + 1}{10^n}\).
Quelle est la définition d'une suite explicite ?;\(u_n = f(n)\);\(u_{n+1} = f(u_n)\);\(u_n = f(u_{n-1}, u_{n-2})\);\(u_{n+1} = n f(n)\);Une suite explicite donne le terme général \(u_n\) directement en fonction de l'indice \(n\).
Quelle est la définition d'une suite par récurrence ?;\(u_{n+1} = f(u_n)\);\(u_n = f(n)\);\(u_n = f(n+1)\);\(u_{n+1} = u_n + f(n)\);Une suite définie par récurrence exprime chaque terme en fonction du terme précédent.
Comment caractériser une suite croissante ?;\(u_{n+1} \ge u_n\) ou \(\frac{u_{n+1}}{u_n} \ge 1\) (si termes positifs);\(u_{n+1} \le u_n\) ou \(\frac{u_{n+1}}{u_n} \le 1\);\(u_{n+1} > u_n + 1\);\(u_{n+1} - u_n < 0\);Une suite est croissante si chaque terme est supérieur ou égal au précédent. Pour des termes positifs, le quotient \(\frac{u_{n+1}}{u_n} \ge 1\).
Comment caractériser une suite décroissante ?;\(u_{n+1} \le u_n\) ou \(\frac{u_{n+1}}{u_n} \le 1\) (si termes positifs);\(u_{n+1} \ge u_n\) ou \(\frac{u_{n+1}}{u_n} \ge 1\);\(u_{n+1} - u_n > 0\);\(u_{n+1} < u_n - 1\);Une suite est décroissante si chaque terme est inférieur ou égal au précédent. Pour des termes positifs, le quotient \(\frac{u_{n+1}}{u_n} \le 1\).
Quelle est la définition d'une suite majorée ?;\(\exists M, \forall n, u_n \le M\);\(\forall M, \exists n, u_n \le M\);\(\exists m, \forall n, u_n \ge m\);\(\exists M, \forall n, |u_n| \le M\);Une suite est majorée s'il existe un nombre réel \(M\) tel que tous les termes restent inférieurs ou égaux à \(M\).
Quelle est la définition d'une suite minorée ?;\(\exists m, \forall n, u_n \ge m\);\(\forall m, \exists n, u_n \ge m\);\(\exists M, \forall n, u_n \le M\);\(\exists m, \forall n, |u_n| \ge m\);Une suite est minorée s'il existe un nombre réel \(m\) tel que tous les termes restent supérieurs ou égaux à \(m\).
Quelle est la définition d'une suite bornée ?;\(\exists M, \forall n, |u_n| \le M\) (majorée et minorée);\(\exists M, \forall n, u_n = M\);\(\forall M, \exists n, u_n \le M\);Une suite croissante et illimitée;Une suite est bornée si elle est à la fois majorée et minorée, ce qui équivaut à la majoration de la valeur absolue \(|u_n| \le M\).
Quelles sont les formules d'une suite arithmétique ?;\text{Récurrence : } u_{n+1} = u_n + r / \text{Explicite : } u_n = u_0 + nr;\text{Récurrence : } u_{n+1} = u_n \times r / \text{Explicite : } u_n = u_0 r^n;\text{Récurrence : } u_{n+1} = u_n + r^n / \text{Explicite : } u_n = u_0 + r^n;\text{Récurrence : } u_{n+1} = u_n + n / \text{Explicite : } u_n = u_0 + n+r;Une suite arithmétique s'obtient en ajoutant une raison constante \(r\) à chaque étape, d'où \(u_n = u_0 + nr\).
Quelle est la somme des termes d'une suite arithmétique \(\sum_{k=0}^n u_k\) ?;\((n+1)u_0 + \frac{n(n+1)}{2}r\);\(u_0 \frac{1-r^{n+1}}{1-r}\);\(\frac{n(n+1)}{2}u_0 + r\);\((n+1)(u_0 + u_n)r\);La somme d'une suite arithmétique de raison \(r\) s'écrit \(\sum_{k=0}^n (u_0 + kr) = (n+1)u_0 + \frac{n(n+1)}{2}r\).
Quelles sont les formules d'une suite géométrique ?;\text{Récurrence : } u_{n+1} = u_n \times q / \text{Explicite : } u_n = u_0 q^n;\text{Récurrence : } u_{n+1} = u_n + q / \text{Explicite : } u_n = u_0 + nq;\text{Récurrence : } u_{n+1} = q u_n^2 / \text{Explicite : } u_n = u_0^n q;\text{Récurrence : } u_{n+1} = u_n + q^n / \text{Explicite : } u_n = u_0 q n;Une suite géométrique s'obtient en multipliant par une raison constante \(q\) à chaque étape, d'où \(u_n = u_0 q^n\).
