Comment écrire un système sous forme matricielle ?;\(AX=C\) avec \(A\) la matrice des coefficients, \(X=(x_{1}...x_{n})\) et \(C\) le second membre.;\(AX+C=0\) avec \(A\) la matrice des coefficients, \(X=(x_{1}...x_{n})\) et \(C\) le second membre.;\(A+X=C\) avec \(A\) la matrice des coefficients, \(X=(x_{1}...x_{n})\) et \(C\) le second membre.;\(AX=C\) avec \(A\) la matrice inverse, \(X=(x_{1}...x_{n})\) et \(C\) le second membre.;Un système linéaire s'écrit sous la forme matricielle \(AX=C\), où \(A\) est la matrice des coefficients des inconnues, \(X\) est le vecteur colonne des inconnues, et \(C\) est le vecteur du second membre.
Qu'est-ce qu'une matrice augmentée ?;C'est la matrice représentant le système complet : \(\begin{pmatrix}a_{11}&\cdot\cdot\cdot a_{1p}&c_{1}\\ \vdots&\vdots\\ a_{n1}&--a_{np}&c_{n}\end{pmatrix}\);C'est la matrice formée uniquement par les coefficients des inconnues sans le second membre.;C'est la matrice transposée de la matrice des coefficients.;C'est la matrice obtenue en remplaçant la diagonale par des uns.;La matrice augmentée (ou élargie) est obtenue en juxtaposant la colonne du second membre \(C\) à la matrice des coefficients \(A\).
Quand deux systèmes (ou matrices) sont-ils équivalents ?;Lorsqu'on passe de l'un à l'autre en réalisant des opérations sur les lignes (\(A\approx A^{\prime}\)).;Lorsqu me possède le même nombre d'équations mais des solutions différentes.;Lorsqu'on passe de l'un à l'autre en additionnant une constante à tous les coefficients.;Lorsqu'ils ont les mêmes coefficients mais des seconds membres différents.;Deux systèmes sont équivalents si l'on peut passer de l'un à l'autre par une suite d'opérations élémentaires sur les lignes (\(A\approx A^{\prime}\)). Ils possèdent alors les mêmes solutions.
Quelle est la règle concernant le premier élément d'une ligne non nulle pour une matrice échelonnée ?;Le premier élément non nul doit être 1 (appelé 1 directeur).;Le premier élément non nul doit être 0.;Le premier élément non nul doit être supérieur ou égal à 2.;Le premier élément non nul peut être n'importe quel entier négatif.;Dans une matrice échelonnée réduite, le premier coefficient non nul de chaque ligne non nulle doit être égal à 1 (le 1 directeur ou pivot).
Où doivent se situer les lignes nulles dans une matrice échelonnée ?;Les lignes nulles doivent être en bas.;Les lignes nulles doivent être en haut.;Les lignes nulles doivent alterner avec les lignes non nulles.;Les lignes nulles peuvent se situer à n'importe quelle position.;Dans la forme échelonnée d'une matrice, toutes les lignes constituées uniquement de zéros sont regroupées tout en bas de la matrice.
Quelle est la règle de positionnement des 1 directeurs dans une matrice échelonnée ?;Le 1 directeur de la ligne inférieure est à droite du 1 de la ligne au-dessus.;Le 1 directeur de la ligne inférieure est à gauche du 1 de la ligne au-dessus.;Le 1 directeur de la ligne inférieure est dans la même colonne que celui du dessus.;Les 1 directeurs doivent tous être sur la première colonne.;Dans une matrice échelonnée, chaque 1 directeur se trouve strictement plus à droite que le 1 directeur de la ligne précédente.
Comment définit-on le rang d'un système (\(rg(S)\) ou \(r\)) ?;C'est le nombre de lignes non nulles.;C'est le nombre total de variables du système.;C'est le nombre de lignes nulles de la matrice échelonnée.;C'est le nombre de colonnes de la matrice des coefficients.;Après avoir échelonné le système, le rang correspond au nombre de lignes non nulles (ou au nombre de pivots / 1 directeurs).
Qu'est-ce qu'une variable principale ?;C'est une variable associée à un 1 directeur.;C'est une variable qui prend toujours la valeur zéro.;C'est une variable associée à une ligne entièrement nulle.;C'est une variable libre pouvant prendre n'importe quelle valeur.;Les variables principales sont les variables correspondant aux colonnes qui contiennent un 1 directeur (pivot) dans la matrice échelonnée.
Qu'est-ce qu'une variable secondaire ?;Ce sont les autres variables (celles qui ne sont pas associées à un 1 directeur).;Ce sont les variables associées aux 1 directeurs.;Ce sont les constantes situées dans le second membre.;Ce sont les variables devant obligatoirement être annulées.;Les variables secondaires (ou libres) sont toutes les variables qui ne sont pas associées à un 1 directeur. Elles servent de paramètres dans la résolution.
Quand un système est-il dit compatible ?;Si l'ensemble des solutions est non vide.;Si l'ensemble des solutions est vide.;Si le système n'admet que la solution nulle.;Si le second membre est égal à zéro.;Un système linéaire est compatible (ou cohérent) s'il admet au moins une solution (c'est-à-dire que son ensemble de solutions est non vide).
