"Définition de la limite finie \(l\) en \(x_0\)";"\(\forall \epsilon > 0, \exists \delta > 0, \forall x \in I, |x - x_0| \le \delta \implies |f(x) - l| \le \epsilon\)";"\(\exists \epsilon > 0, \forall \delta > 0, \forall x \in I, |x - x_0| \le \delta \implies |f(x) - l| \le \epsilon\)";"\(\forall \epsilon > 0, \exists \delta > 0, \forall x \in I, |f(x) - l| \le \delta \implies |x - x_0| \le \epsilon\)";"\(\forall A > 0, \exists \delta > 0, \forall x \in I, |x - x_0| \le \delta \implies f(x) \ge A\)";"La définition formelle d'une limite finie impose que pour tout eps > 0, il existe delta > 0 tel que |x - x0| <= delta implique |f(x) - l| <= eps."
"Définition de la limite infinie en \(x_0\)";"\(\forall A > 0, \exists \delta > 0, \forall x \in I, |x - x_0| \le \delta \implies f(x) \ge A\)";"\(\forall \epsilon > 0, \exists \delta > 0, \forall x \in I, |x - x_0| \le \delta \implies |f(x) - l| \le \epsilon\)";"\(\forall A > 0, \exists B > 0, x > B \implies f(x) > A\)";"\(\exists A > 0, \forall \delta > 0, \forall x \in I, |x - x_0| \le \delta \implies f(x) \ge A\)";"Pour une limite infinie en un point x0, f(x) dépassera tout réel A > 0 dès que x est suffisamment proche de x0."
"Définition de la limite infinie en l'infini";"\(\forall A > 0, \exists B > 0, x > B \implies f(x) > A\)";"\(\forall A > 0, \exists \delta > 0, \forall x \in I, |x - x_0| \le \delta \implies f(x) \ge A\)";"\(\forall \epsilon > 0, \exists B > 0, x > B \implies |f(x) - l| < \epsilon\)";"\(\exists A > 0, \forall B > 0, x > B \implies f(x) > A\)";"Pour une limite infinie en +infini, f(x) peut dépasser n'importe quel seuil A > 0 dès que x est supérieur à un certain B > 0."
"Exemple de fonction n'admettant pas de limite en 0";"\(\cos(\frac{1}{x})\) ou \(\sin(\frac{1}{x})\)";"\(x \sin(\frac{1}{x})\)";"\(\frac{\sin(x)}{x}\)";"\(e^{-1/x}\)";"Les fonctions cos(1/x) et sin(1/x) oscillent une infinité de fois entre -1 et 1 au voisinage de 0 et n'ont donc pas de limite."
"Caractérisation séquentielle de la limite";"\(\lim_{x \to x_0} f(x) = l \iff (\forall (u_n), \lim u_n = x_0 \implies \lim f(u_n) = l)\)";"\(\lim_{x \to x_0} f(x) = l \iff (\exists (u_n), \lim u_n = x_0 \text{ et } \lim f(u_n) = l)\)";"\(\lim_{x \to x_0} f(x) = l \iff (\forall (u_n), \lim f(u_n) = l \implies \lim u_n = x_0)\)";"\(\lim_{x \to x_0} f(x) = l \iff (\forall (u_n), u_n \to l \implies f(u_n) \to x_0)\)";"La caractérisation séquentielle exige que f(u_n) converge vers l pour toute suite u_n convergeant vers x0."
"Passage à la limite dans les inégalités larges";"Si \(\forall x, f(x) \le g(x)\) alors \(\lim f(x) \le \lim g(x)\)";"Si \(\forall x, f(x) \le g(x)\) alors \(\lim f(x) < \lim g(x)\)";"Si \(\lim f(x) \le \lim g(x)\) alors \(\forall x, f(x) \le g(x)\)";"Si \(\forall x, f(x) \le g(x)\) alors \(\lim f(x) = \lim g(x)\)";"Le passage à la limite préserve l'ordre des inégalités larges."
"Passage à la limite dans les inégalités strictes";"Si \(\forall x, f(x) < g(x)\) alors \(\lim f(x) \le \lim g(x)\) (l'inégalité devient large)";"Si \(\forall x, f(x) < g(x)\) alors \(\lim f(x) < \lim g(x)\) (l'inégalité reste stricte)";"Si \(\forall x, f(x) < g(x)\) alors \(\lim f(x) = \lim g(x)\) nécessairement";"Le passage à la limite est interdit pour les inégalités strictes";"Le passage à la limite transforme une inégalité stricte en une inégalité large."
"Définition de la négligeabilité (petit o)";"\(f = o_{x_0}(g) \iff \lim_{x \to x_0} \frac{f(x)}{g(x)} = 0\)";"\(f = o_{x_0}(g) \iff \lim_{x \to x_0} \frac{f(x)}{g(x)} = 1\)";"\(f = o_{x_0}(g) \iff \lim_{x \to x_0} \frac{g(x)}{f(x)} = 0\)";"\(f = o_{x_0}(g) \iff \lim_{x \to x_0} (f(x) - g(x)) = 0\)";"f est négligeable devant g au voisinage de x0 si le rapport f/g tend vers 0 en x0."
"Définition de l'équivalence";"\(f \sim_{x_0} g \iff \lim_{x \to x_0} \frac{f(x)}{g(x)} = 1\)";"\(f \sim_{x_0} g \iff \lim_{x \to x_0} \frac{f(x)}{g(x)} = 0\)";"\(f \sim_{x_0} g \iff \lim_{x \to x_0} (f(x) - g(x)) = 0\)";"\(f \sim_{x_0} g \iff f(x) = g(x) \text{ au voisinage de } x_0\)";"f et g sont équivalentes au voisinage de x0 si leur rapport tend vers 1 en x0."
"Équivalent usuel de \(\sin(x)\) en 0";"\(x\)";"\(\frac{x^2}{2}\)";"\(1 - x\)";"\(x^2\)";"sin(x) / x tend vers 1 quand x tend vers 0, donc sin(x) ~ x en 0."
