Forme générale équation différentielle ordre 1;\(ay'(x) + by(x) + c(x) = 0\) avec \(a, b, c\) fonctions continues;\(ay''(x) + by'(x) + cy(x) = 0\) avec \(a, b, c\) constantes;\(ay'(x)^2 + by(x) = 0\) avec \(a, b\) fonctions continues;\(a y'(x) y(x) + b = 0\) avec \(a, b\) fonctions continues;Une équation différentielle linéaire du 1er ordre s'écrit sous la forme \(ay'(x) + by(x) + c(x) = 0\) où les coefficients \(a, b, c\) sont des fonctions continues.
Forme générale équation différentielle ordre 2;\(ay''(x) + by'(x) + cy(x) + d(x) = 0\) avec \(a, b, c, d\) fonctions continues;\(ay''(x) + b y(x) = 0\) uniquement si les coefficients sont constants;\(a(y'(x))^2 + by(x) + c = 0\) avec \(a, b, c\) fonctions continues;\(ay'''(x) + by''(x) + cy'(x) = 0\) avec \(a, b, c\) fonctions continues;La forme générale d'une équation différentielle linéaire du 2nd ordre comporte des dérivées jusqu'à l'ordre 2 : \(ay''(x) + by'(x) + cy(x) + d(x) = 0\).
Définition équation homogène;Equation où le second membre est nul (égal à 0);Equation dont tous les coefficients sont nuls;Equation n'admettant aucune solution particulière;Equation dont les coefficients sont constants;Une équation est dite homogène (ou sans second membre) lorsque le terme indépendant (second membre) est nul.
Structure solution générale;Solution = \(y_{H}\) (solution homogène) + \(y_{P}\) (solution particulière);Solution = \(y_{H} \times y_{P}\) (produit des solutions);Solution = \(y_{H} - y_{P}\) uniquement;Solution = \(y_{P}\) seulement, la solution homogène s'annulant toujours;Par linéarité, la solution générale est la somme de la solution générale de l'équation homogène associée \(y_{H}\) et d'une solution particulière \(y_{P}\).
Formule solution homogène \(y_{H}\) (Ordre 1);\(y_{H}(x) = k e^{-\int \frac{b(x)}{a(x)} dx}\) avec \(k \in \mathbb{R}\);\(y_{H}(x) = k e^{\int \frac{b(x)}{a(x)} dx}\) avec \(k \in \mathbb{R}\);\(y_{H}(x) = k e^{-\int \frac{a(x)}{b(x)} dx}\) avec \(k \in \mathbb{R}\);\(y_{H}(x) = k \int \frac{b(x)}{a(x)} dx\) avec \(k \in \mathbb{R}\);En séparant les variables \(y'/y = -b(x)/a(x)\), on intègre pour obtenir \(y_{H}(x) = k e^{-\int \frac{b(x)}{a(x)} dx}\).
Solution particulière \(y_{P}\) pour \(ay' + by = \lambda\) (constante);Si \(b \neq 0\): \(y_{P} = \frac{\lambda}{b}\) , Si \(b = 0\): \(y_{P} = \frac{\lambda}{a}x\);Si \(b \neq 0\): \(y_{P} = \frac{\lambda}{a}\) , Si \(b = 0\): \(y_{P} = \frac{\lambda}{b}x\);Pour tout \(b\): \(y_{P} = \lambda e^{x}\);Si \(b \neq 0\): \(y_{P} = \lambda b\) , Si \(b = 0\): \(y_{P} = \lambda a x\);Si le second membre est une constante \(\lambda\), on cherche une solution constante \(y_P = C\), ce qui donne \(b C = \lambda \Rightarrow C = \lambda/b\) si \(b \neq 0\). Si \(b=0\), \(a y' = \lambda \Rightarrow y_P = \frac{\lambda}{a} x\).
Solution particulière \(y_{P}\) pour \(c(x) = e^{\lambda x}P(x)\) (Ordre 1);Si \(\lambda \neq -\frac{b}{a}\): \(y_{P} = Q(x)e^{\lambda x}\) , Si \(\lambda = -\frac{b}{a}\): \(y_{P} = xQ(x)e^{\lambda x}\);Si \(\lambda \neq -\frac{b}{a}\): \(y_{P} = xQ(x)e^{\lambda x}\) , Si \(\lambda = -\frac{b}{a}\): \(y_{P} = Q(x)e^{\lambda x}\);Pour tout \(\lambda\): \(y_{P} = P(x)e^{-\lambda x}\);Si \(\lambda = -\frac{b}{a}\): \(y_{P} = x^2 Q(x)e^{\lambda x}\);Si \(\lambda\) n'est pas racine de l'équation caractéristique d'ordre 1 (\(\lambda \neq -b/a\)), on cherche \(Q(x)e^{\lambda x}\). Si \(\lambda\) est racine (\(\lambda = -b/a\)), il faut multiplier par \(x\).
Solution particulière \(y_{P}\) pour \(c(x) = A \cos(x) + B \sin(x)\) (Ordre 1);\(y_{P} = C \cos(x) + D \sin(x)\);\(y_{P} = C \cos(x) - D \sin(x) + E\);\(y_{P} = C x \cos(x)\);\(y_{P} = (C x + D) \sin(x)\);Pour un second membre sous forme de combinaison linéaire trigonométrique de \(\cos(x)\) et \(\sin(x)\), on cherche \(y_P\) sous la même forme \(C \cos(x) + D \sin(x)\).
Méthode de la variation de la constante (Ordre 1);Poser \(y_{P} = k(x) e^{-\int \frac{b(x)}{a(x)} dx}\), remplacer dans l'équation et intégrer pour trouver \(k(x)\);Poser \(y_{P} = k \cdot x \cdot e^{-\int \frac{b(x)}{a(x)} dx}\) avec \(k\) une constante fixe à déterminer;Remplacer le terme \(b(x)\) par une constante variable \(k(x)\) puis dériver deux fois;Poser \(y_{P} = k(x) + e^{-\int \frac{b(x)}{a(x)} dx}\) et dériver;On remplace la constante \(k\) de la solution homogène par une fonction \(k(x)\). En substituant \(y_P\) dans l'équation complète, les termes en \(k(x)\) s'annulent, permettant de trouver \(k'(x)\) puis \(k(x)\) par intégration.
Problème de Cauchy;Utilisation des conditions initiales (C.I.) pour trouver une solution unique;Recherche de l'ensemble des solutions homogènes sans second membre;Problème d'optimisation sans conditions aux limites;Détermination de l'ensemble des polynômes annulateurs;Un problème de Cauchy associe une équation différentielle à des conditions initiales (ex: \(y(x_0)=y_0\)) garantissant l'existence et l'unicité d'une solution.
