Définition d'une application linéaire;\( f(\lambda u+\mu v)=\lambda f(u)+\mu f(v) \);\( f(\lambda u+\mu v)=\lambda f(u)\cdot \mu f(v) \);\( f(u+v)=f(u)+f(v) + \lambda \mu \);\( f(\lambda u)=\lambda^2 f(u) \);Une application est linéaire si elle préserve les combinaisons linéaires : f(λu + μv) = λf(u) + μf(v) pour tous scalaires λ, μ et tous vecteurs u, v.
Ensemble des applications linéaires de E dans F;\( \mathcal{L}(E, F) \);\( \mathcal{F}(E, F) \);\( \mathcal{C}(E, F) \);\( \mathcal{GL}(E, F) \);L'ensemble des applications linéaires de E dans F est noté \mathcal{L}(E, F).
Endomorphisme;Application linéaire de E dans E, notée \( \mathcal{L}(E) \);Application linéaire bijective de E dans F;Application quelconque de E dans E;Application linéaire de E dans \mathbb{R};Un endomorphisme de E est une application linéaire dont l'espace de départ et l'espace d'arrivée sont identiques (E), noté \mathcal{L}(E).
Définition de l'Image (Im f);\( \text{Im}(f) = \{ f(v) \mid v \in E \} \) (sous-espace de F);\( \text{Im}(f) = \{ v \in E \mid f(v) = 0_F \} \);\( \text{Im}(f) = \{ f(v) \mid v \in F \} \);\( \text{Im}(f) = \{ v \in F \mid f(v) \in E \} \);L'image de f est l'ensemble des images par f de tous les vecteurs de E, et c'est un sous-espace vectoriel de F.
Définition du Noyau (Ker f);\( \text{Ker}(f)=\{v\in E \mid f(v)=0_{F}\} \) (sous-espace de E);\( \text{Ker}(f)=\{f(v) \in F \mid v=0_E\} \);\( \text{Ker}(f)=\{v\in F \mid f(v)=0_E\} \);\( \text{Ker}(f)=\{v\in E \mid f(v)\neq 0_F\} \);Le noyau de f est l'ensemble des vecteurs de l'espace de départ E dont l'image par f est le vecteur nul de F.
Condition de surjectivité;\( \text{Im}(f)=F \);\( \text{Ker}(f)=\{0_E\} \);\( \text{Im}(f)=\{0_F\} \);\( \text{Ker}(f)=E \);Une application f: E -> F est surjective si et seulement si son image est égale à l'espace d'arrivée F.
Condition d'injectivité;\( \text{Ker}(f)=\{0_{E}\} \);\( \text{Im}(f)=F \);\( \text{Ker}(f)=E \);\( \text{Im}(f)=\{0_F\} \);Une application linéaire f est injective si et seulement si son noyau est réduit au vecteur nul {0_E}.
Famille génératrice de l'image;Si \( (e_i) \) génère E, \( (f(e_i)) \) génère \( \text{Im}(f) \);Si (e_i) génère E, (f(e_i)) forme une base de F;Si (e_i) génère E, (f^{-1}(e_i)) génère Im(f);Si (e_i) génère E, (f(e_i)) génère Ker(f);L'image par f des vecteurs d'une famille génératrice de E forme une famille génératrice de Im(f).
Isomorphisme;Application linéaire bijective;Application linéaire injective non surjective;Application linéaire de E dans E;Toute application bijective entre deux ensembles;Un isomorphisme entre deux espaces vectoriels est une application linéaire qui est bijective.
Automorphisme;Isomorphisme de E dans E (E=F);Application linéaire injective de E dans F (E != F);Endomorphisme non bijectif;Application identité uniquement;Un automorphisme est un endomorphisme bijectif (un isomorphisme d'un espace vectoriel E dans lui-même).
Théorème d'isomorphisme (dim finie);E et F isomorphes \( \iff \text{dim}(E) = \text{dim}(F) \);E et F isomorphes \iff \text{dim}(E) < \text{dim}(F);E et F isomorphes \iff \text{dim}(E) + \text{dim}(F) = 0;E et F sont toujours isomorphes quelle que soit leur dimension;Deux espaces vectoriels de dimension finie sont isomorphes si et seulement s'ils ont la même dimension.
Inverse d'une composition;\( (g\circ f)^{-1}=f^{-1}\circ g^{-1} \);(g \circ f)^{-1} = g^{-1} \circ f^{-1};(g \circ f)^{-1} = f \circ g;(g \circ f)^{-1} = -(g \circ f);L'inverse d'une composition d'isomorphismes inverse l'ordre d'application : (g \circ f)^{-1} = f^{-1} \circ g^{-1}.
